wrkstat,partyid,polviews,happy,rincome,born,race,sex,degree,age,marital,hrs1,pres12
Retired,"Ind,near rep",Conservative,Very happy,Not applicable,Yes,White,Female,Lt high school,63,Married,Not applicable,Not applicable
"Unempl, laid off",Strong republican,Extrmly conservative,Not too happy,$25000 or more,Yes,White,Male,High school,58,Married,Not applicable,Romney
Keeping house,Independent,Slightly liberal,Very happy,$1000 to 2999,Yes,White,Female,Lt high school,42,Married,Not applicable,Not applicable
Retired,Not str democrat,Liberal,Very happy,Not applicable,Yes,White,Male,Bachelor,48,Married,Not applicable,Obama
Working fulltime,Independent,Moderate,Pretty happy,$25000 or more,Yes,White,Female,High school,54,Divorced,40,Romney
Keeping house,Independent,Conservative,Not too happy,Not applicable,Yes,White,Female,Lt high school,65,Widowed,Not applicable,Not applicable
Working fulltime,Not str democrat,Slightly liberal,Pretty happy,$25000 or more,Yes,White,Male,High school,37,Married,40,Not applicable
Keeping house,Not str democrat,Slightly liberal,Very happy,Not applicable,No,White,Female,Lt high school,59,Married,Not applicable,Not applicable
Working fulltime,"Ind,near dem",Slightly liberal,Very happy,$25000 or more,Yes,White,Male,High school,54,Married,40,Not applicable
Working fulltime,Independent,Moderate,Pretty happy,Not applicable,Yes,White,Female,Lt high school,35,Never married,47,Not applicable
Working fulltime,Not str democrat,Liberal,Very happy,Not applicable,Yes,White,Female,High school,29,Married,40,Obama
Working fulltime,"Ind,near dem",Moderate,Pretty happy,$15000 - 19999,Yes,Black,Female,Lt high school,35,Never married,38,Not applicable
Working parttime,Strong democrat,Liberal,Not too happy,$10000 - 14999,Yes,Black,Male,Bachelor,68,Married,8,Obama
Working fulltime,Independent,Moderate,Very happy,$25000 or more,No,White,Male,Lt high school,55,Married,37,Not applicable
"Unempl, laid off",Strong democrat,Slghtly conservative,Not too happy,$20000 - 24999,Yes,White,Male,Junior college,57,Never married,Not applicable,Obama
Retired,"Ind,near rep",Slightly liberal,Not too happy,Not applicable,Yes,Other,Male,Bachelor,78,Never married,Not applicable,Other candidate (specify)
Retired,Not str republican,Conservative,Pretty happy,Not applicable,Yes,White,Male,Bachelor,71,Married,Not applicable,Romney
Retired,Strong democrat,Liberal,Very happy,Not applicable,Yes,White,Male,Graduate,64,Married,Not applicable,Obama
"Unempl, laid off","Ind,near rep",Moderate,Pretty happy,Refused,No,White,Male,Lt high school,44,Married,Not applicable,Not applicable
Keeping house,Independent,Moderate,Not too happy,Refused,Yes,White,Female,High school,57,Divorced,Not applicable,Not applicable
Working fulltime,Not str republican,Moderate,Very happy,$20000 - 24999,Yes,White,Female,High school,25,Married,41,Not applicable
Working fulltime,Independent,Liberal,Very happy,$25000 or more,Yes,White,Male,High school,30,Never married,40,Not applicable
Working fulltime,"Ind,near rep",Conservative,Pretty happy,$25000 or more,Yes,Other,Female,Junior college,58,Divorced,40,Don't know
Retired,"Ind,near rep",Slghtly conservative,Very happy,Not applicable,Yes,White,Male,High school,76,Married,Not applicable,Obama
Working fulltime,Not str democrat,Liberal,Pretty happy,$25000 or more,Yes,White,Female,High school,28,Never married,40,Not applicable
Working fulltime,Not str democrat,Slightly liberal,Pretty happy,$25000 or more,Yes,White,Male,High school,51,Married,45,Not applicable
Working fulltime,"Ind,near dem",Slightly liberal,Very happy,$25000 or more,Yes,White,Male,Bachelor,35,Married,50,Obama
Working fulltime,"Ind,near rep",Conservative,Pretty happy,$25000 or more,Yes,Black,Female,High school,22,Never married,36,Obama
School,Independent,Moderate,Pretty happy,Lt $1000,No,Black,Female,Bachelor,25,Never married,Not applicable,Not applicable
Working fulltime,Not str democrat,Slghtly conservative,Pretty happy,$25000 or more,Yes,White,Female,Graduate,59,Never married,78,Obama
Keeping house,Strong republican,Conservative,Pretty happy,Not applicable,Yes,White,Female,High school,55,Never married,Not applicable,Romney
Retired,Strong republican,Conservative,Very happy,Not applicable,Yes,White,Male,Bachelor,84,Divorced,Not applicable,Romney
Other,Not str democrat,Moderate,Not too happy,Not applicable,Yes,Black,Female,Lt high school,55,Divorced,Not applicable,Not applicable
Retired,Not str republican,Slightly liberal,Not too happy,Not applicable,Yes,White,Male,Lt high school,79,Divorced,Not applicable,Not applicable
Retired,Strong republican,Conservative,Very happy,Not applicable,Yes,White,Female,High school,84,Divorced,Not applicable,Romney
Keeping house,Not str democrat,Moderate,Very happy,Lt $1000,Yes,Other,Female,Junior college,65,Divorced,Not applicable,Obama
Working fulltime,Strong democrat,Liberal,Pretty happy,Not applicable,Yes,Black,Male,High school,61,Widowed,32,Obama
Working fulltime,"Ind,near rep",Slghtly conservative,Not too happy,$4000 to 4999,Yes,Other,Female,High school,26,Never married,70,Not applicable
Temp not working,"Ind,near dem",Moderate,Not too happy,$25000 or more,Yes,White,Female,High school,57,Divorced,Not applicable,Not applicable
Working parttime,Not str democrat,Slightly liberal,Pretty happy,$25000 or more,Yes,White,Female,Bachelor,31,Married,24,Obama
Working fulltime,"Ind,near rep",Slghtly conservative,Very happy,$25000 or more,Yes,White,Male,Bachelor,38,Married,55,Romney
Retired,Strong republican,Extrmly conservative,Not too happy,Not applicable,Yes,White,Male,High school,51,Divorced,Not applicable,Not applicable
Working parttime,Independent,No answer,Not too happy,$7000 to 7999,No,Other,Male,Lt high school,22,Never married,5,Not applicable
Working fulltime,"Ind,near rep",Conservative,Pretty happy,$25000 or more,Yes,White,Male,Graduate,55,Divorced,40,Romney
Working fulltime,Independent,Moderate,Pretty happy,$25000 or more,No,White,Female,Junior college,46,Divorced,32,Not applicable
Retired,Independent,Moderate,Pretty happy,Not applicable,Yes,White,Female,Bachelor,80,Divorced,Not applicable,Not applicable
Retired,Independent,Moderate,Not too happy,$3000 to 3999,Yes,Black,Male,High school,53,Never married,Not applicable,Not applicable
Working fulltime,Not str democrat,Moderate,Pretty happy,$8000 to 9999,Yes,White,Male,High school,31,Separated,43,Obama
Working fulltime,Not str republican,Slghtly conservative,Very happy,$25000 or more,Yes,White,Male,High school,53,Divorced,50,Romney
Working fulltime,"Ind,near rep",Moderate,Pretty happy,Not applicable,Yes,White,Female,Lt high school,24,Never married,30,Not applicable
Other,Strong democrat,Liberal,Not too happy,Not applicable,Yes,White,Female,Bachelor,63,Never married,Not applicable,Not applicable
Working fulltime,Not str republican,Slghtly conservative,Very happy,$25000 or more,Yes,White,Male,Graduate,38,Married,68,Not applicable
Working fulltime,"Ind,near rep",Moderate,Pretty happy,$25000 or more,Yes,White,Male,Graduate,44,Married,45,Romney
Working parttime,Strong republican,Moderate,Pretty happy,$1000 to 2999,Yes,White,Female,High school,54,Married,8,Romney
Retired,"Ind,near dem",Slightly liberal,Pretty happy,Not applicable,Yes,White,Male,Graduate,75,Widowed,Not applicable,Obama
Working fulltime,Independent,Liberal,Pretty happy,$25000 or more,Yes,White,Female,Bachelor,52,Divorced,50,Obama
Working parttime,Strong republican,Conservative,Very happy,$20000 - 24999,No,Other,Female,Bachelor,54,Married,32,Romney
Working fulltime,Not str republican,Conservative,Pretty happy,$25000 or more,Yes,White,Female,Graduate,43,Divorced,45,Romney
Temp not working,Not str republican,Conservative,Pretty happy,$25000 or more,Yes,White,Male,Bachelor,31,Never married,Not applicable,Romney
Working parttime,Not str republican,Slghtly conservative,Very happy,Not applicable,Yes,White,Female,High school,48,Married,20,Romney
Retired,Strong republican,Conservative,Pretty happy,Not applicable,Yes,White,Male,High school,86,Married,Not applicable,Romney
Working fulltime,"Ind,near rep",Moderate,Pretty happy,$25000 or more,Yes,White,Female,Junior college,50,Divorced,35,Not applicable
Retired,Not str republican,Slghtly conservative,Very happy,Not applicable,Yes,White,Female,Bachelor,58,Married,Not applicable,Romney
Working fulltime,Strong republican,Conservative,Pretty happy,$25000 or more,Yes,White,Female,Graduate,50,Divorced,65,Romney
Working fulltime,"Ind,near rep",Moderate,Very happy,$25000 or more,Yes,White,Female,Graduate,62,Divorced,40,Romney
Working fulltime,Other party,Conservative,Very happy,Refused,Yes,White,Male,High school,60,Married,45,Romney
Working parttime,Independent,Moderate,Pretty happy,$1000 to 2999,Yes,White,Female,High school,20,Never married,20,Not applicable
Working fulltime,Not str democrat,Liberal,Pretty happy,$25000 or more,Yes,White,Female,Bachelor,30,Married,40,Obama
Other,"Ind,near dem",Conservative,Not too happy,Not applicable,Yes,White,Male,Lt high school,35,Divorced,Not applicable,Not applicable
Retired,Strong democrat,Liberal,Pretty happy,Not applicable,No,White,Male,Bachelor,68,Never married,Not applicable,Obama
Retired,Not str republican,Slghtly conservative,Pretty happy,Not applicable,No,Other,Male,Lt high school,60,Married,Not applicable,Romney
Working fulltime,Not str democrat,Liberal,Very happy,$25000 or more,Yes,White,Female,Graduate,36,Married,40,Obama
Keeping house,Not str republican,Extremely liberal,Not too happy,Not applicable,Yes,White,Female,High school,58,Divorced,Not applicable,Obama
Retired,"Ind,near rep",Extrmly conservative,Pretty happy,Not applicable,Yes,White,Female,High school,71,Never married,Not applicable,Romney
Working parttime,"Ind,near rep",Conservative,Pretty happy,$25000 or more,Yes,White,Male,High school,22,Never married,30,Not applicable
Keeping house,Not str democrat,Moderate,Very happy,Not applicable,Yes,Black,Female,High school,59,Divorced,Not applicable,Obama
Working fulltime,Strong republican,Conservative,Pretty happy,$25000 or more,Yes,White,Female,High school,37,Married,60,Romney
Keeping house,Not str republican,Moderate,Very happy,Not applicable,No,Black,Female,Lt high school,25,Married,Not applicable,Not applicable
"Unempl, laid off","Ind,near dem",Moderate,Very happy,Not applicable,Yes,White,Female,High school,30,Never married,Not applicable,Not applicable
Working fulltime,Strong democrat,Moderate,Very happy,$25000 or more,Yes,Black,Male,High school,61,Married,44,Obama
Temp not working,Independent,Slightly liberal,Not too happy,$25000 or more,Yes,White,Female,High school,44,Divorced,Not applicable,Not applicable
Working parttime,Strong democrat,Slightly liberal,Pretty happy,$10000 - 14999,Yes,Black,Female,High school,36,Never married,33,Obama
Working fulltime,Independent,Don't know,Pretty happy,$1000 to 2999,Yes,White,Female,High school,21,Never married,40,Not applicable
Working fulltime,Not str democrat,Liberal,Pretty happy,$10000 - 14999,Yes,White,Female,Graduate,68,Widowed,50,Obama
Working parttime,No answer,Liberal,No answer,Not applicable,No,White,Female,Lt high school,39,Married,40,Not applicable
Working parttime,Strong republican,Conservative,Pretty happy,$15000 - 19999,No,Other,Male,High school,46,Divorced,10,Not applicable
School,Not str democrat,Moderate,Pretty happy,$3000 to 3999,Yes,White,Female,High school,20,Never married,Not applicable,Not applicable
Keeping house,Strong republican,Moderate,Pretty happy,Not applicable,No,White,Female,High school,64,Married,Not applicable,Not applicable
Working fulltime,Not str democrat,Moderate,Very happy,$25000 or more,No,White,Male,Lt high school,49,Married,65,Not applicable
Working fulltime,Independent,Slightly liberal,Pretty happy,$10000 - 14999,No,White,Female,Lt high school,42,Married,55,Not applicable
"Unempl, laid off","Ind,near rep",Conservative,Very happy,Not applicable,Yes,Other,Male,Lt high school,53,Never married,Not applicable,No answer
School,Strong democrat,Liberal,Pretty happy,$25000 or more,No,Other,Male,High school,28,Never married,Not applicable,Not applicable
Working parttime,Independent,Moderate,Pretty happy,$7000 to 7999,Yes,White,Male,High school,68,Married,30,Not applicable
Working parttime,"Ind,near rep",Moderate,Pretty happy,$1000 to 2999,Yes,White,Male,High school,19,Never married,20,Not applicable
Working fulltime,Not str republican,Moderate,Very happy,$25000 or more,Yes,White,Female,Bachelor,52,Married,40,Romney
Retired,Strong democrat,Moderate,Very happy,Not applicable,Yes,Other,Female,Junior college,66,Divorced,Not applicable,Obama
Working fulltime,Not str democrat,Slightly liberal,Pretty happy,$25000 or more,Yes,White,Female,Junior college,42,Married,38,Obama
Working fulltime,"Ind,near dem",Liberal,Very happy,$25000 or more,No,Other,Male,Lt high school,33,Married,47,Not applicable
Retired,"Ind,near rep",Moderate,Not too happy,Not applicable,Yes,Other,Male,High school,29,Separated,Not applicable,Not applicable
Keeping house,Not str democrat,Slghtly conservative,Pretty happy,Not applicable,Yes,White,Female,High school,39,Never married,Not applicable,Obama
Working fulltime,Independent,Moderate,Very happy,$15000 - 19999,No,Other,Male,High school,37,Never married,48,Not applicable
Working fulltime,Independent,Moderate,Not too happy,$25000 or more,Yes,White,Male,Lt high school,54,Married,40,Not applicable
Working parttime,Not str democrat,Slightly liberal,Very happy,$15000 - 19999,Yes,White,Female,High school,22,Never married,38,Not applicable
"Unempl, laid off",Not str democrat,Moderate,Pretty happy,$1000 to 2999,Yes,White,Male,High school,21,Never married,Not applicable,Not applicable
"Unempl, laid off",Not str republican,Slghtly conservative,Not too happy,Not applicable,Yes,Black,Male,High school,19,Never married,Not applicable,Not applicable
Keeping house,Independent,Moderate,Very happy,Not applicable,Yes,White,Male,Lt high school,49,Never married,Not applicable,Not applicable
Keeping house,Independent,No answer,Very happy,Not applicable,No,Black,Female,Graduate,64,Married,Not applicable,Not applicable
Working fulltime,Not str democrat,Slightly liberal,Very happy,$25000 or more,Yes,Other,Male,Bachelor,34,Married,25,Obama
Working fulltime,Independent,Moderate,Very happy,Refused,No,Other,Female,Lt high school,33,Married,40,Not applicable
Working fulltime,Not str democrat,Moderate,Pretty happy,$20000 - 24999,Yes,White,Female,High school,36,Married,40,Not applicable
Working parttime,Independent,Moderate,Pretty happy,$6000 to 6999,Yes,White,Female,Lt high school,30,Never married,12,Not applicable
Retired,Other party,Extremely liberal,Very happy,Not applicable,Yes,White,Male,High school,67,Divorced,Not applicable,Other candidate (specify)
Keeping house,Strong democrat,Moderate,Pretty happy,Not applicable,Yes,Black,Female,High school,66,Divorced,Not applicable,Obama
Working parttime,Not str democrat,Slghtly conservative,Very happy,$6000 to 6999,No,Other,Male,Lt high school,33,Never married,26,Not applicable
